workerid,proliferate.condition,acceptability_rating,block_id,condition,context,item_id,rt,trial_num,verb,wrong_attempts,error
1167,condition1,0.58,1,say,Hanako said: Hannah didn't say that Ming forgot her phone. ,9,4675,9,say,,
1167,condition1,0.07,1,say_adv,Hanako said: John didn't say gently that Dan knew the professor.,5,23261,10,say gently,,
1167,condition1,0.03,1,filler_bad,Hanako said: Frankie didn't believe that Frank and Lisa were in the office.,116,4292,11,believe,,
1167,condition1,0.05,1,filler_bad,Hanako said: Ted didn't suggest that Liz and Jason drank the beer. ,115,5285,12,suggest,,
1167,condition1,0,2,say,Hanako said: Matthew didn't say that Penny won the lottery.,11,4701,13,say,,
1167,condition1,0.92,2,filler_bad,Hanako said: Ollie didn't think that the book about astronomy was on the shelf.,124,10307,14,think,,
1167,condition1,0.77,2,filler_good,Hanako said: Helen didn't hope that Charlie received a message.,110,15334,15,hope,,
1167,condition1,0.88,2,filler_good,Hanako said: Donald didn't expect that Jacy rented the truck.,107,3082,16,expect,,
1167,condition1,0.02,2,filler_bad,Hanako said: Ronald didn't reveal that Karl and Nick cooked dinner.,117,5529,17,reveal,,
1167,condition1,0.03,2,say_adv,Hanako said: Yash didn't say wearily that Kevin lost the keys.,2,27367,18,say wearily,,
1167,condition1,0.95,3,say,Hanako said: Charlie didn't say that Brandon broke his laptop.,4,4215,19,say,,
1167,condition1,0.96,3,filler_good,Hanako said: Tony didn't believe that Karen wrote a book.,104,3935,20,believe,,
1167,condition1,0.05,3,filler_bad,Hanako said: Emily didn't expect that the agent of the guitarist would show up.,120,3990,21,expect,,
1167,condition1,0.19,3,filler_bad,Hanako said: Ben didn't speculate that Krisha's parents were moving to Texas.,123,4578,22,speculate,,
1167,condition1,0.99,3,filler_good,Hanako said: Nancy didn't expect that Doug would invite the mayor.,102,12547,23,expect,,
1167,condition1,0.1,3,say_adv,Hanako said: Jess didn't say bluntly that Charlie saw the robber.,6,3390,24,say bluntly,,
1167,condition1,0.95,4,filler_good,Hanako said: Grace didn't speculate that Todd went out with Betty.,111,3623,25,speculate,,
1167,condition1,0.06,4,filler_bad,Hanako said: Kate didn't imply that Eva's uncle should stay for dinner.,121,4447,26,imply,,
1167,condition1,0.1,4,filler_bad,Hanako said: Howard didn't insist that Judith and Laura would order pizza.,118,25347,27,insist,,
1167,condition1,0.15,4,say_adv,Hanako said: Ashley didn't say cheerfully that Mary met with the lawyer.,1,4237,28,say cheerfully,,
1167,condition1,0.6,4,say,Hanako said: Rui didn't say that Yumi found the wallet.,7,4578,29,say,,
1167,condition1,0.77,4,filler_good,Hanako said: Laura didn't reveal that Julian ate the cupcake.,103,2892,30,reveal,,
1167,condition1,0.02,5,say,Hanako said: Igor didn't say that Hasan talked to the detectives.,8,4318,31,say,,
1167,condition1,0.22,5,filler_bad,Hanako said: Fatima didn't hope that Kevin and Paul drafted the letter.,113,21146,32,hope,,
1167,condition1,0.16,5,filler_bad,Hanako said: Julian didn't expect that Rob and Marc cut the bread. ,114,27203,33,expect,,
1167,condition1,0.79,5,filler_good,Hanako said: Jamal didn't think that Tony would visit George.,112,4685,34,think,,
1167,condition1,0.81,5,filler_good,Hanako said: Larry didn't imply that Dana brought a gift.,108,3006,35,imply,,
1167,condition1,0.05,5,say_adv,Hanako said: Bill didn't say sternly that Omar had dinner with his manager.,10,3179,36,say sternly,,
1193,condition1,0.96,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1193,condition1,0,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1193,condition1,0.05,0,filler_bad,Hanako said: Grace didn't imply that Karl and Nick cooked dinner.,117,18580,1,imply,,
1193,condition1,0.85,0,say,Hanako said: Amy didn't say that Yumi found the wallet.,7,11199,2,say,,
1193,condition1,1,0,filler_good,Hanako said: Howard didn't think that Charlie received a message.,110,11075,3,think,,
1193,condition1,0.97,0,filler_good,Hanako said: Rui didn't expect that Tony would visit George.,112,9124,4,expect,,
1193,condition1,0.86,0,say_adv,Hanako said: Danny didn't say wearily that Hasan talked to the detectives.,8,19300,5,say wearily,,
1193,condition1,0.04,0,filler_bad,Hanako said: Frankie didn't suspect that Carol's brother signed the contract.,119,8071,6,suspect,,
1193,condition1,0.04,1,filler_bad,Hanako said: Hannah didn't think that Kevin and Paul drafted the letter.,113,13424,7,think,,
1193,condition1,0.94,1,filler_good,Hanako said: Nancy didn't imply that Karen wrote a book.,104,9579,8,imply,,
1193,condition1,1,1,filler_good,Hanako said: Charlie didn't suggest that Maddie would call her roommate.,106,7176,9,suggest,,
1193,condition1,0.78,1,say_adv,Hanako said: Tim didn't say quietly that Ming forgot her phone. ,9,8823,10,say quietly,,
1193,condition1,0.94,1,say,Hanako said: Jamal didn't say that Dan knew the professor.,5,13511,11,say,,
1193,condition1,0.1,1,filler_bad,Hanako said: Ted didn't guess that the assistant to the director would give the presentation.,122,12178,12,guess,,
1193,condition1,0.95,2,say,Hanako said: Chandler didn't say that Alex bought a birthday cake.,3,6386,13,say,,
1193,condition1,0.01,2,filler_bad,Hanako said: Sally didn't insist that the book about astronomy was on the shelf.,124,12670,14,insist,,
1193,condition1,0.95,2,say_adv,Hanako said: John didn't say loudly that Penny won the lottery.,11,8051,15,say loudly,,
1193,condition1,0.96,2,filler_good,Hanako said: Julian didn't speculate that Jennifer got a cat.,105,12736,16,speculate,,
1193,condition1,0.02,2,filler_bad,Hanako said: Donald didn't suggest that Krisha's parents were moving to Texas.,123,9340,17,suggest,,
1193,condition1,0.98,2,filler_good,Hanako said: Larry didn't believe that Todd went out with Betty.,111,8678,18,believe,,
1193,condition1,0.05,3,filler_bad,Hanako said: Helen didn't hope that Rob and Marc cut the bread. ,114,9906,19,hope,,
1193,condition1,0.04,3,filler_bad,Hanako said: Emma didn't expect that the agent of the guitarist would show up.,120,8051,20,expect,,
1193,condition1,0.98,3,say,Hanako said: Ollie didn't say that Brandon broke his laptop.,4,6118,21,say,,
1193,condition1,0.94,3,say_adv,Hanako said: Ashley didn't say ruefully that Tia brought her parents.,12,23874,22,say ruefully,,
1193,condition1,0.97,3,filler_good,Hanako said: Fatima didn't expect that Julian ate the cupcake.,103,8100,23,expect,,
1193,condition1,1,3,filler_good,Hanako said: Tony didn't suspect that Dana brought a gift.,108,9065,24,suspect,,
1193,condition1,0.97,4,say,Hanako said: Ronald didn't say that Mary met with the lawyer.,1,10911,25,say,,
1193,condition1,0.04,4,filler_bad,Hanako said: Ben didn't expect that Eva's uncle should stay for dinner.,121,11157,26,expect,,
1193,condition1,0.99,4,filler_good,Hanako said: Laura didn't insist that George emailed the students.,101,7317,27,insist,,
1193,condition1,0.02,4,filler_bad,Hanako said: Matthew didn't speculate that Judith and Laura would order pizza.,118,11283,28,speculate,,
1193,condition1,0.98,4,say_adv,Hanako said: Jake didn't say dryly that Omar had dinner with his manager.,10,7359,29,say dryly,,
1193,condition1,0.99,4,filler_good,Hanako said: Kate didn't guess that Jacy rented the truck.,107,5240,30,guess,,
1193,condition1,0.99,5,say,Hanako said: Bill didn't say that Kevin lost the keys.,2,4374,31,say,,
1193,condition1,0,5,filler_bad,Hanako said: Yash didn't reveal that Liz and Jason drank the beer. ,115,5578,32,reveal,,
1193,condition1,0.57,5,say_adv,Hanako said: Emily didn't say calmly that Charlie saw the robber.,6,7288,33,say calmly,,
1193,condition1,0.08,5,filler_bad,Hanako said: Jess didn't believe that Frank and Lisa were in the office.,116,6435,34,believe,,
1193,condition1,0.96,5,filler_good,Hanako said: Igor didn't reveal that Doug would invite the mayor.,102,6890,35,reveal,,
1193,condition1,0.99,5,filler_good,Hanako said: Jessie didn't hope that Zack broke the plates.,109,6438,36,hope,,
1187,condition1,0.74,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1187,condition1,0.42,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1187,condition1,0.69,0,filler_bad,Hanako said: Emma didn't believe that Liz and Jason drank the beer. ,115,11333,1,believe,,
1187,condition1,0.56,0,say_adv,Hanako said: Jake didn't say loudly that Brandon broke his laptop.,4,10655,2,say loudly,,
1187,condition1,0.88,0,filler_good,Hanako said: Tim didn't imply that George emailed the students.,101,7095,3,imply,,
1187,condition1,0.21,0,filler_good,Hanako said: Nancy didn't suspect that Jennifer got a cat.,105,5031,4,suspect,,
1187,condition1,0.54,0,filler_bad,Hanako said: Charlie didn't think that Rob and Marc cut the bread. ,114,24080,5,think,,
1187,condition1,0.82,0,say,Hanako said: Matthew didn't say that Ming forgot her phone. ,9,7903,6,say,,
1187,condition1,0.59,1,filler_bad,Hanako said: Chandler didn't insist that the book about astronomy was on the shelf.,124,6119,7,insist,,
1187,condition1,0.42,1,filler_good,Hanako said: Jessie didn't believe that Todd went out with Betty.,111,12151,8,believe,,
1187,condition1,0.74,1,say,Hanako said: Tony didn't say that Dan knew the professor.,5,8031,9,say,,
1187,condition1,0.4,1,filler_bad,Hanako said: Ben didn't guess that Karl and Nick cooked dinner.,117,8320,10,guess,,
1187,condition1,0.81,1,say_adv,Hanako said: Kate didn't say wearily that Hasan talked to the detectives.,8,3527,11,say wearily,,
1187,condition1,0.53,1,filler_good,Hanako said: Danny didn't suggest that Doug would invite the mayor.,102,4320,12,suggest,,
1187,condition1,0.77,2,filler_good,Hanako said: John didn't insist that Dana brought a gift.,108,4903,13,insist,,
1187,condition1,0.7,2,say,Hanako said: Grace didn't say that Charlie saw the robber.,6,5255,14,say,,
1187,condition1,0.59,2,filler_bad,Hanako said: Ollie didn't suspect that Judith and Laura would order pizza.,118,7657,15,suspect,,
1187,condition1,0.17,2,filler_bad,Hanako said: Hannah didn't hope that Eva's uncle should stay for dinner.,121,4727,16,hope,,
1187,condition1,0.59,2,say_adv,Hanako said: Julian didn't say dryly that Penny won the lottery.,11,7569,17,say dryly,,
1187,condition1,0.27,2,filler_good,Hanako said: Yash didn't speculate that Jacy rented the truck.,107,4920,18,speculate,,
1187,condition1,0.35,3,say,Hanako said: Jamal didn't say that Kevin lost the keys.,2,6648,19,say,,
1187,condition1,0.84,3,filler_good,Hanako said: Igor didn't hope that Julian ate the cupcake.,103,7680,20,hope,,
1187,condition1,0.63,3,filler_good,Hanako said: Ronald didn't expect that Charlie received a message.,110,5920,21,expect,,
1187,condition1,0.76,3,filler_bad,Hanako said: Larry didn't expect that Krisha's parents were moving to Texas.,123,5032,22,expect,,
1187,condition1,0.5,3,filler_bad,Hanako said: Laura didn't speculate that the assistant to the director would give the presentation.,122,2336,23,speculate,,
1187,condition1,0.72,3,say_adv,Hanako said: Ashley didn't say cheerfully that Alex bought a birthday cake.,3,3671,24,say cheerfully,,
1187,condition1,0.82,4,filler_bad,Hanako said: Amy didn't reveal that Frank and Lisa were in the office.,116,2951,25,reveal,,
1187,condition1,0.19,4,say_adv,Hanako said: Bill didn't say ruefully that Omar had dinner with his manager.,10,3081,26,say ruefully,,
1187,condition1,0.46,4,filler_good,Hanako said: Rui didn't think that Tony would visit George.,112,4502,27,think,,
1187,condition1,0.38,4,say,Hanako said: Ted didn't say that Tia brought her parents.,12,5632,28,say,,
1187,condition1,0.6,4,filler_bad,Hanako said: Fatima didn't expect that the agent of the guitarist would show up.,120,3721,29,expect,,
1187,condition1,0.14,4,filler_good,Hanako said: Helen didn't expect that Zack broke the plates.,109,6959,30,expect,,
1187,condition1,0.47,5,say,Hanako said: Jess didn't say that Yumi found the wallet.,7,2784,31,say,,
1187,condition1,0.6,5,say_adv,Hanako said: Frankie didn't say softly that Mary met with the lawyer.,1,4768,32,say softly,,
1187,condition1,0.77,5,filler_bad,Hanako said: Sally didn't suggest that Carol's brother signed the contract.,119,3576,33,suggest,,
1187,condition1,0.45,5,filler_bad,Hanako said: Donald didn't imply that Kevin and Paul drafted the letter.,113,3800,34,imply,,
1187,condition1,0.76,5,filler_good,Hanako said: Howard didn't guess that Karen wrote a book.,104,4696,35,guess,,
1187,condition1,0.71,5,filler_good,Hanako said: Emily didn't reveal that Maddie would call her roommate.,106,5144,36,reveal,,
1240,condition1,1,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1240,condition1,0.12,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1240,condition1,0.55,0,say,Hanako said: Ollie didn't say that Penny won the lottery.,11,10144,1,say,,
1240,condition1,0.4,0,filler_good,Hanako said: Rui didn't hope that Jacy rented the truck.,107,5664,2,hope,,
1240,condition1,0.45,0,filler_bad,Hanako said: Ronald didn't suggest that Frank and Lisa were in the office.,116,6055,3,suggest,,
1240,condition1,0.29,0,filler_bad,Hanako said: Ashley didn't think that the agent of the guitarist would show up.,120,6561,4,think,,
1240,condition1,0.26,0,filler_good,Hanako said: Jessie didn't suspect that Jennifer got a cat.,105,5392,5,suspect,,
1240,condition1,0.15,0,say_adv,Hanako said: Amy didn't say bluntly that Kevin lost the keys.,2,7468,6,say bluntly,,
1240,condition1,0.27,1,filler_bad,Hanako said: Larry didn't insist that Eva's uncle should stay for dinner.,121,14816,7,insist,,
1240,condition1,0.17,1,filler_good,Hanako said: Fatima didn't reveal that Karen wrote a book.,104,3275,8,reveal,,
1240,condition1,0.29,1,say,Hanako said: Kate didn't say that Omar had dinner with his manager.,10,3877,9,say,,
1240,condition1,0.42,1,filler_bad,Hanako said: Grace didn't hope that Judith and Laura would order pizza.,118,4103,10,hope,,
1240,condition1,0.38,1,filler_good,Hanako said: Hannah didn't think that Charlie received a message.,110,2777,11,think,,
1240,condition1,0.31,1,say_adv,Hanako said: Tim didn't say cheerfully that Dan knew the professor.,5,6344,12,say cheerfully,,
1240,condition1,0.32,2,filler_good,Hanako said: Charlie didn't imply that Doug would invite the mayor.,102,130523,13,imply,,
1240,condition1,0.22,2,say_adv,Hanako said: Julian didn't say quietly that Ming forgot her phone. ,9,2768,14,say quietly,,
1240,condition1,0.35,2,say,Hanako said: John didn't say that Yumi found the wallet.,7,3209,15,say,,
1240,condition1,0.28,2,filler_bad,Hanako said: Sally didn't speculate that Liz and Jason drank the beer. ,115,2007,16,speculate,,
1240,condition1,0.44,2,filler_bad,Hanako said: Jess didn't imply that Karl and Nick cooked dinner.,117,2920,17,imply,,
1240,condition1,0.29,2,filler_good,Hanako said: Igor didn't expect that Tony would visit George.,112,6288,18,expect,,
1240,condition1,0.33,3,filler_good,Hanako said: Emma didn't expect that Dana brought a gift.,108,1992,19,expect,,
1240,condition1,0.71,3,filler_bad,Hanako said: Jamal didn't guess that Kevin and Paul drafted the letter.,113,6768,20,guess,,
1240,condition1,0.23,3,filler_good,Hanako said: Donald didn't speculate that Zack broke the plates.,109,4480,21,speculate,,
1240,condition1,0.47,3,say,Hanako said: Nancy didn't say that Tia brought her parents.,12,5568,22,say,,
1240,condition1,0.26,3,say_adv,Hanako said: Chandler didn't say loudly that Mary met with the lawyer.,1,8768,23,say loudly,,
1240,condition1,0.35,3,filler_bad,Hanako said: Helen didn't believe that Krisha's parents were moving to Texas.,123,3360,24,believe,,
1240,condition1,0.21,4,filler_bad,Hanako said: Yash didn't expect that the assistant to the director would give the presentation.,122,17184,25,expect,,
1240,condition1,0.11,4,filler_good,Hanako said: Matthew didn't believe that George emailed the students.,101,4856,26,believe,,
1240,condition1,0.22,4,filler_good,Hanako said: Danny didn't suggest that Todd went out with Betty.,111,2100,27,suggest,,
1240,condition1,0.64,4,say_adv,Hanako said: Frankie didn't say wearily that Hasan talked to the detectives.,8,6216,28,say wearily,,
1240,condition1,0.32,4,say,Hanako said: Ben didn't say that Brandon broke his laptop.,4,6440,29,say,,
1240,condition1,0.45,4,filler_bad,Hanako said: Emily didn't reveal that Rob and Marc cut the bread. ,114,5824,30,reveal,,
1240,condition1,0.38,5,say_adv,Hanako said: Bill didn't say ruefully that Charlie saw the robber.,6,9151,31,say ruefully,,
1240,condition1,0.22,5,filler_good,Hanako said: Tony didn't insist that Julian ate the cupcake.,103,2968,32,insist,,
1240,condition1,0.41,5,filler_bad,Hanako said: Jake didn't expect that Carol's brother signed the contract.,119,5448,33,expect,,
1240,condition1,0.31,5,filler_bad,Hanako said: Laura didn't suspect that the book about astronomy was on the shelf.,124,2761,34,suspect,,
1240,condition1,0.61,5,say,Hanako said: Ted didn't say that Alex bought a birthday cake.,3,24103,35,say,,
1240,condition1,0.21,5,filler_good,Hanako said: Howard didn't guess that Maddie would call her roommate.,106,3399,36,guess,,
1158,condition1,0.94,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1158,condition1,0.01,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1158,condition1,0.96,0,filler_good,Hanako said: Emma didn't suggest that Zack broke the plates.,109,21259,1,suggest,,
1158,condition1,0.01,0,filler_bad,Hanako said: Bill didn't think that Eva's uncle should stay for dinner.,121,13134,2,think,,
1158,condition1,0.01,0,filler_bad,Hanako said: Charlie didn't imply that the agent of the guitarist would show up.,120,18663,3,imply,,
1158,condition1,0.03,0,say_adv,Hanako said: Chandler didn't say quietly that Omar had dinner with his manager.,10,17739,4,say quietly,,
1158,condition1,0.96,0,say,Hanako said: Yash didn't say that Ming forgot her phone. ,9,14236,5,say,,
1158,condition1,0.96,0,filler_good,Hanako said: Tony didn't believe that Jennifer got a cat.,105,7726,6,believe,,
1158,condition1,0.01,1,filler_bad,Hanako said: Jake didn't believe that the assistant to the director would give the presentation.,122,11899,7,believe,,
1158,condition1,0.97,1,filler_good,Hanako said: Tim didn't insist that Todd went out with Betty.,111,10146,8,insist,,
1158,condition1,0.98,1,say,Hanako said: Danny didn't say that Charlie saw the robber.,6,7245,9,say,,
1158,condition1,0.95,1,filler_good,Hanako said: Jess didn't guess that Tony would visit George.,112,6407,10,guess,,
1158,condition1,0.03,1,filler_bad,Hanako said: Larry didn't reveal that Krisha's parents were moving to Texas.,123,11656,11,reveal,,
1158,condition1,0.98,1,say_adv,Hanako said: Emily didn't say sternly that Alex bought a birthday cake.,3,4765,12,say sternly,,
1158,condition1,0,2,filler_bad,Hanako said: Ben didn't hope that Judith and Laura would order pizza.,118,5893,13,hope,,
1158,condition1,0.99,2,say_adv,Hanako said: Jamal didn't say cheerfully that Mary met with the lawyer.,1,5339,14,say cheerfully,,
1158,condition1,0.98,2,filler_good,Hanako said: Ashley didn't suspect that Maddie would call her roommate.,106,5056,15,suspect,,
1158,condition1,0,2,filler_bad,Hanako said: Nancy didn't insist that Rob and Marc cut the bread. ,114,10897,16,insist,,
1158,condition1,0.99,2,say,Hanako said: Amy didn't say that Tia brought her parents.,12,4290,17,say,,
1158,condition1,0.98,2,filler_good,Hanako said: John didn't expect that Jacy rented the truck.,107,4172,18,expect,,
1158,condition1,0.99,3,say_adv,Hanako said: Ollie didn't say bluntly that Penny won the lottery.,11,8426,19,say bluntly,,
1158,condition1,0.92,3,filler_good,Hanako said: Kate didn't hope that Charlie received a message.,110,7309,20,hope,,
1158,condition1,0.96,3,filler_good,Hanako said: Jessie didn't speculate that George emailed the students.,101,4674,21,speculate,,
1158,condition1,0.03,3,filler_bad,Hanako said: Ronald didn't guess that Kevin and Paul drafted the letter.,113,6958,22,guess,,
1158,condition1,0.04,3,filler_bad,Hanako said: Matthew didn't expect that Liz and Jason drank the beer. ,115,5041,23,expect,,
1158,condition1,0.96,3,say,Hanako said: Laura didn't say that Hasan talked to the detectives.,8,7441,24,say,,
1158,condition1,0,4,filler_good,Hanako said: Grace didn't expect that Dana brought a gift.,108,11651,25,expect,,
1158,condition1,0.06,4,say_adv,Hanako said: Fatima didn't say loudly that Yumi found the wallet.,7,5373,26,say loudly,,
1158,condition1,0.99,4,filler_good,Hanako said: Ted didn't think that Karen wrote a book.,104,6742,27,think,,
1158,condition1,0.53,4,say,Hanako said: Hannah didn't say that Brandon broke his laptop.,4,8109,28,say,,
1158,condition1,0.22,4,filler_bad,Hanako said: Igor didn't suggest that Carol's brother signed the contract.,119,9849,29,suggest,,
1158,condition1,0.99,4,filler_bad,Hanako said: Helen didn't suspect that the book about astronomy was on the shelf.,124,6891,30,suspect,,
1158,condition1,0.96,5,filler_good,Hanako said: Donald didn't reveal that Doug would invite the mayor.,102,5791,31,reveal,,
1158,condition1,0.01,5,filler_bad,Hanako said: Frankie didn't expect that Karl and Nick cooked dinner.,117,4539,32,expect,,
1158,condition1,0,5,filler_bad,Hanako said: Sally didn't speculate that Frank and Lisa were in the office.,116,8777,33,speculate,,
1158,condition1,0.96,5,say_adv,Hanako said: Julian didn't say gently that Kevin lost the keys.,2,8259,34,say gently,,
1158,condition1,0.94,5,filler_good,Hanako said: Rui didn't imply that Julian ate the cupcake.,103,4107,35,imply,,
1158,condition1,0.93,5,say,Hanako said: Howard didn't say that Dan knew the professor.,5,4823,36,say,,
1204,condition1,1,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy pineapple.,201,,0,NA,0,
1204,condition1,0,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak Korean.,204,,0,NA,0,
1204,condition1,0.85,0,filler_good,Hanako said: Jessie didn't believe that George emailed the students.,101,9814,1,believe,,
1204,condition1,0,0,filler_bad,Hanako said: Nancy didn't expect that Judith and Laura would order pizza.,118,7542,2,expect,,
1204,condition1,0,0,say_adv,Hanako said: Yash didn't say quietly that Penny won the lottery.,11,5613,3,say quietly,,
1204,condition1,0,0,filler_bad,Hanako said: Emily didn't reveal that Eva's uncle should stay for dinner.,121,6022,4,reveal,,
1204,condition1,1,0,filler_good,Hanako said: Fatima didn't insist that Charlie received a message.,110,4534,5,insist,,
1204,condition1,1,0,say,Hanako said: Frankie didn't say that Mary met with the lawyer.,1,5840,6,say,,
1204,condition1,1,1,say_adv,Hanako said: Julian didn't say ruefully that Brandon broke his laptop.,4,7870,7,say ruefully,,
1204,condition1,1,1,say,Hanako said: Helen didn't say that Omar had dinner with his manager.,10,4844,8,say,,
1204,condition1,1,1,filler_good,Hanako said: Grace didn't expect that Maddie would call her roommate.,106,5714,9,expect,,
