workerid,proliferate.condition,acceptability_rating,bg_response,block_id,condition,context,item_id,original_bg_choice,rt,task,trial_num,verb,wrong_attempts,error
200,condition1,NA,embed,4,embed_focus,Hanako said: Kate didn't say that Zack broke the <b>PLATES</b>.,306,"What Zack broke, according to Kate.",12917,backgroundedness,28,say,,
200,condition1,0.56,NA,4,verb_focus,Hanako said: Sally didn't <b>SAY</b> that Tony would visit George.,303,NA,23250,acceptability,29,say,,
200,condition1,NA,embed,4,embed_focus,Hanako said: Amy didn't scream that Charlie saw the <b>ROBBER</b>.,6,"Who Charlie saw, according to Amy.",10498,backgroundedness,30,scream,,
200,condition1,NA,embed,5,embed_focus,Hanako said: Yash didn't whine that Ming forgot her <b>PHONE</b>.,9,"What Ming forgot, according to Yash.",11185,backgroundedness,31,whine,,
200,condition1,NA,verb,5,verb_focus,Hanako said: Fatima didn't <b>MURMUR</b> that Omar had dinner with his manager.,10,The way Fatima communicated that Omar had dinner with his manager.,23383,backgroundedness,32,murmur,,
200,condition1,0.94,NA,5,embed_focus,Hanako said: Charlie didn't say that Maddie would call her <b>ROOMMATE</b>.,305,NA,7015,acceptability,33,say,,
200,condition1,0.49,NA,5,filler_bad,Hanako said: Frankie didn't hope that the agent of the <b>GUITARIST</b> would show up. ,111,NA,12217,acceptability,34,hope,,
200,condition1,0.26,NA,5,verb_focus,Hanako said: Tim didn't <b>SAY</b> that Jason drank the beer.,304,NA,7600,acceptability,35,say,,
200,condition1,0.76,NA,5,filler_good,Hanako said: Jean didn't believe that Grant adopted a <b>KITTEN</b>.,103,NA,5550,acceptability,36,believe,,
167,condition1,0.96,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <b>PINEAPPLES</b>.,201,,,acceptability,0,NA,0,
167,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <b>DRIVE</b> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,
167,condition1,0.19,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <b>KOREAN</b>.,204,,,acceptability,0,NA,0,
167,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <b>RED</b> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,
167,condition1,0.65,NA,0,verb_focus,Hanako said: Jake didn't <b>YELL</b> that Yumi found the wallet.,7,NA,43541,acceptability,1,yell,,
167,condition1,1,NA,0,filler_good,Hanako said: <b>JESS</b> didn't reveal that Todd went out with Betty.,106,NA,14675,acceptability,2,reveal,,
167,condition1,0.97,NA,0,verb_focus,Hanako said: Jessie didn't <b>SAY</b> that Michelle borrowed the computer.,310,NA,45492,acceptability,3,say,,
167,condition1,0.62,NA,0,filler_bad,Hanako said: Frankie didn't hope that the agent of the <b>GUITARIST</b> would show up. ,111,NA,31872,acceptability,4,hope,,
167,condition1,NA,embed,0,embed_focus,Hanako said: John didn't whisper that Mary met with the <b>LAWYER</b>.,1,"Who Mary met with, according to John.",17709,backgroundedness,5,whisper,,
167,condition1,NA,embed,0,embed_focus,Hanako said: Ben didn't say that Laura ordered <b>PIZZA</b>.,307,"What Laura ordered, according to Ben.",13211,backgroundedness,6,say,,
167,condition1,0.1,NA,1,filler_bad,Hanakko said: Larry didn't believe that Karl and <b>NICK</b> cooked dinner.,109,NA,39167,acceptability,7,believe,,
167,condition1,0.96,NA,1,filler_good,Hanako said: Ollie didn't think that Doug would invite the <b>MAYOR</b>.,101,NA,15799,acceptability,8,think,,
167,condition1,NA,embed,1,embed_focus,Hanako said: Tom didn't say that Sarah admired her <b>FRIEND</b>.,311,"Who Sarah admired, according to Tom.",14376,backgroundedness,9,say,,
167,condition1,0.93,NA,1,embed_focus,Hanako said: Emma didn't stammer that Kevin lost the <b>KEYS</b>.,2,NA,27921,acceptability,10,stammer,,
167,condition1,NA,verb,1,verb_focus,Hanako said: Igor didn't <b>SHRIEK</b> that Penny won the lottery.,11,The way Igor communicated that Penny won the lottery.,36838,backgroundedness,11,shriek,,
167,condition1,0.95,NA,1,verb_focus,Hanako said: Emily didn't <b>SAY</b> that Paul drafted the letter.,302,NA,17819,acceptability,12,say,,
167,condition1,0.85,NA,2,filler_good,Hanako said: Grace didn't suggest that Karen wrote a <b>BOOK</b>.,102,NA,28742,acceptability,13,suggest,,
167,condition1,0.12,NA,2,filler_bad,Hanako said: Jessie didn't guess that the assistant to the <b>DIRECTOR</b> would give the presentation.,112,NA,49560,acceptability,14,guess,,
167,condition1,NA,embed,2,embed_focus,Hanako said: Ashley didn't groan that Hasan talked to the <b>DETECTIVES</b>.,8,"Who Hasan talked to, according to Ashley.",16904,backgroundedness,15,groan,,
167,condition1,NA,embed,2,embed_focus,Hanako said: Tim didn't say that Jason drank the <b>BEER</b>.,304,"What Jason drank, according to Tim.",11692,backgroundedness,16,say,,
167,condition1,0.53,NA,2,verb_focus,Hanako said: Sally didn't <b>SAY</b> that Tony would visit George.,303,NA,44850,acceptability,17,say,,
167,condition1,0.4,NA,2,verb_focus,Hanako said: Amy didn't <b>SCREAM</b> that Charlie saw the robber.,6,NA,32878,acceptability,18,scream,,
167,condition1,NA,embed,3,embed_focus,Hanako said: Kate didn't say that Zack broke the <b>PLATES</b>.,306,"What Zack broke, according to Kate.",10318,backgroundedness,19,say,,
167,condition1,NA,embed,3,embed_focus,Hanako said: Howard didn't mumble that Alex bought a <b>BIRTHDAY CAKE</b>.,3,"What Alex bought, according to Howard.",16240,backgroundedness,20,mumble,,
167,condition1,0.05,NA,3,filler_bad,Hanako said: Tim didn't suspect that Liz and <b>JASON</b> drank the beer. ,108,NA,22602,acceptability,21,suspect,,
167,condition1,0.88,NA,3,verb_focus,Hanako said: Fatima didn't <b>MURMUR</b> that Omar had dinner with his manager.,10,NA,23180,acceptability,22,murmur,,
167,condition1,0.83,NA,3,filler_good,Hanako said: Jean didn't believe that Grant adopted a <b>KITTEN</b>.,103,NA,25290,acceptability,23,believe,,
167,condition1,0.77,NA,3,verb_focus,Hanako said: Danny didn't <b>SAY</b> that Jennifer got a cat.,308,NA,26136,acceptability,24,say,,
167,condition1,0.38,NA,4,filler_good,Hanako said: <b>MATTHEW</b> didn't hope that Dana brought a gift.,104,NA,25306,acceptability,25,hope,,
167,condition1,0.15,NA,4,filler_bad,Hanako said: Helen didn't think that Rob and <b>MARC</b> cut the bread. ,107,NA,18249,acceptability,26,think,,
167,condition1,0.96,NA,4,verb_focus,Hanako said: Noah didn't <b>SAY</b> that Sharon wanted a dog.,312,NA,13984,acceptability,27,say,,
167,condition1,NA,verb,4,verb_focus,Hanako said: Laura didn't <b>MUTTER</b> that Brandon broke his laptop.,4,The way Laura communicated that Brandon broke his laptop.,35265,backgroundedness,28,mutter,,
167,condition1,NA,embed,4,embed_focus,Hanako said: Nancy didn't say that Julian ate the <b>CUPCAKE</b>.,309,"What Julian ate, according to Nancy.",11945,backgroundedness,29,say,,
167,condition1,0.86,NA,4,embed_focus,Hanako said: Yash didn't whine that Ming forgot her <b>PHONE</b>.,9,NA,20814,acceptability,30,whine,,
167,condition1,0.94,NA,5,filler_good,Hanako said: <b>JULIE</b> didn't guess that Charlie received a message.,105,NA,45954,acceptability,31,guess,,
167,condition1,0.05,NA,5,filler_bad,Hanako said: Rui didn't imply that <b>CAROL</b>'s brother signed the contract.,110,NA,17626,acceptability,32,imply,,
167,condition1,NA,verb,5,verb_focus,Hanako said: Bill didn't <b>SHOUT</b> that Dan knew the professor.,5,The way Bill communicated that Dan knew the professor.,19004,backgroundedness,33,shout,,
167,condition1,0.95,NA,5,embed_focus,Hanako said: Charlie didn't say that Maddie would call her <b>ROOMMATE</b>.,305,NA,17576,acceptability,34,say,,
167,condition1,NA,verb,5,verb_focus,Hanako said: Hannah didn't <b>SAY</b> that George emailed the students.,301,The way Hannah communicated that George emailed the students.,42542,backgroundedness,35,say,,
167,condition1,0.66,NA,5,embed_focus,Hanako said: Chandler didn't moan that Tia brought her <b>PARENTS</b>.,12,NA,31324,acceptability,36,moan,,
162,condition1,0.96,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <b>PINEAPPLES</b>.,201,,,acceptability,0,NA,0,
162,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <b>DRIVE</b> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,
162,condition1,0.1,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <b>KOREAN</b>.,204,,,acceptability,0,NA,0,
162,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <b>RED</b> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,
162,condition1,0.13,NA,0,verb_focus,Hanako said: Laura didn't <b>MUTTER</b> that Brandon broke his laptop.,4,NA,9544,acceptability,1,mutter,,
162,condition1,NA,embed,0,embed_focus,Hanako said: Tom didn't say that Sarah admired her <b>FRIEND</b>.,311,"Who Sarah admired, according to Tom.",24268,backgroundedness,2,say,,
162,condition1,0.32,NA,0,verb_focus,Hanako said: Sally didn't <b>SAY</b> that Tony would visit George.,303,NA,11084,acceptability,3,say,,
162,condition1,NA,embed,0,embed_focus,Hanako said: Emma didn't stammer that Kevin lost the <b>KEYS</b>.,2,"What Kevin lost, according to Emma.",9202,backgroundedness,4,stammer,,
162,condition1,0.9,NA,0,filler_bad,Hanako said: Jessie didn't guess that the assistant to the <b>DIRECTOR</b> would give the presentation.,112,NA,15662,acceptability,5,guess,,
162,condition1,0.86,NA,0,filler_good,Hanako said: Ollie didn't think that Doug would invite the <b>MAYOR</b>.,101,NA,9153,acceptability,6,think,,
162,condition1,0.28,NA,1,verb_focus,Hanako said: Kate didn't <b>SAY</b> that Zack broke the plates.,306,NA,8996,acceptability,7,say,,
162,condition1,0.09,NA,1,filler_bad,Hanako said: Tim didn't suspect that Liz and <b>JASON</b> drank the beer. ,108,NA,19623,acceptability,8,suspect,,
162,condition1,NA,verb,1,verb_focus,Hanako said: Chandler didn't <b>MOAN</b> that Tia brought her parents.,12,The way Chandler communicated that Tia brought her parents.,17798,backgroundedness,9,moan,,
162,condition1,0.89,NA,1,filler_good,Hanako said: Jean didn't believe that Grant adopted a <b>KITTEN</b>.,103,NA,12443,acceptability,10,believe,,
162,condition1,0.93,NA,1,embed_focus,Hanako said: Jake didn't yell that Yumi found the <b>WALLET</b>.,7,NA,7667,acceptability,11,yell,,
162,condition1,NA,embed,1,embed_focus,Hanako said: Charlie didn't say that Maddie would call her <b>ROOMMATE</b>.,305,"Who Maddie would call, according to Charlie.",16206,backgroundedness,12,say,,
162,condition1,0.29,NA,2,verb_focus,Hanako said: Danny didn't <b>SAY</b> that Jennifer got a cat.,308,NA,9879,acceptability,13,say,,
162,condition1,0.29,NA,2,filler_bad,Hanako said: Helen didn't think that Rob and <b>MARC</b> cut the bread. ,107,NA,10145,acceptability,14,think,,
162,condition1,NA,embed,2,embed_focus,Hanako said: Yash didn't whine that Ming forgot her <b>PHONE</b>.,9,"What Ming forgot, according to Yash.",9615,backgroundedness,15,whine,,
162,condition1,0.82,NA,2,filler_good,Hanako said: <b>MATTHEW</b> didn't hope that Dana brought a gift.,104,NA,16358,acceptability,16,hope,,
162,condition1,0.97,NA,2,embed_focus,Hanako said: Nancy didn't say that Julian ate the <b>CUPCAKE</b>.,309,NA,6562,acceptability,17,say,,
162,condition1,NA,verb,2,verb_focus,Hanako said: Fatima didn't <b>MURMUR</b> that Omar had dinner with his manager.,10,The way Fatima communicated that Omar had dinner with his manager.,11583,backgroundedness,18,murmur,,
162,condition1,0.28,NA,3,verb_focus,Hanako said: Jessie didn't <b>SAY</b> that Michelle borrowed the computer.,310,NA,13647,acceptability,19,say,,
162,condition1,0.99,NA,3,filler_good,Hanako said: <b>JULIE</b> didn't guess that Charlie received a message.,105,NA,6087,acceptability,20,guess,,
162,condition1,0.67,NA,3,filler_bad,Hanako said: Rui didn't imply that <b>CAROL</b>'s brother signed the contract.,110,NA,11351,acceptability,21,imply,,
162,condition1,NA,embed,3,embed_focus,Hanako said: Emily didn't say that Paul drafted the <b>LETTER</b>.,302,"What Paul drafted, according to Emily.",8235,backgroundedness,22,say,,
162,condition1,NA,verb,3,verb_focus,Hanako said: Amy didn't <b>SCREAM</b> that Charlie saw the robber.,6,The way Amy communicated that Charlie saw the robber.,7316,backgroundedness,23,scream,,
162,condition1,0.83,NA,3,embed_focus,Hanako said: Ashley didn't groan that Hasan talked to the <b>DETECTIVES</b>.,8,NA,13340,acceptability,24,groan,,
162,condition1,NA,verb,4,verb_focus,Hanako said: Tim didn't <b>SAY</b> that Jason drank the beer.,304,The way Tim communicated that Jason drank the beer.,10451,backgroundedness,25,say,,
162,condition1,0.96,NA,4,filler_good,Hanako said: <b>JESS</b> didn't reveal that Todd went out with Betty.,106,NA,9137,acceptability,26,reveal,,
162,condition1,0.15,NA,4,verb_focus,Hanako said: Igor didn't <b>SHRIEK</b> that Penny won the lottery.,11,NA,7918,acceptability,27,shriek,,
162,condition1,0.97,NA,4,embed_focus,Hanako said: Noah didn't say that Sharon wanted a <b>DOG</b>.,312,NA,6051,acceptability,28,say,,
162,condition1,0.57,NA,4,filler_bad,Hanakko said: Larry didn't believe that Karl and <b>NICK</b> cooked dinner.,109,NA,13809,acceptability,29,believe,,
162,condition1,NA,embed,4,embed_focus,Hanako said: Bill didn't shout that Dan knew the <b>PROFESSOR</b>.,5,"Who Dan knew, according to Bill.",6877,backgroundedness,30,shout,,
162,condition1,0.99,NA,5,filler_good,Hanako said: Grace didn't suggest that Karen wrote a <b>BOOK</b>.,102,NA,7359,acceptability,31,suggest,,
162,condition1,0.99,NA,5,embed_focus,Hanako said: Ben didn't say that Laura ordered <b>PIZZA</b>.,307,NA,17061,acceptability,32,say,,
162,condition1,NA,verb,5,verb_focus,Hanako said: Hannah didn't <b>SAY</b> that George emailed the students.,301,The way Hannah communicated that George emailed the students.,4444,backgroundedness,33,say,,
162,condition1,0.8,NA,5,filler_bad,Hanako said: Frankie didn't hope that the agent of the <b>GUITARIST</b> would show up. ,111,NA,11105,acceptability,34,hope,,
162,condition1,NA,verb,5,verb_focus,Hanako said: Howard didn't <b>MUMBLE</b> that Alex bought a birthday cake.,3,The way Howard communicated that Alex bought a birthday cake.,8125,backgroundedness,35,mumble,,
162,condition1,0.98,NA,5,embed_focus,Hanako said: John didn't whisper that Mary met with the <b>LAWYER</b>.,1,NA,7332,acceptability,36,whisper,,
172,condition1,0.99,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <b>PINEAPPLES</b>.,201,,,acceptability,0,NA,0,
172,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <b>DRIVE</b> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,
172,condition1,0.21,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <b>KOREAN</b>.,204,,,acceptability,0,NA,0,
172,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <b>RED</b> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,
172,condition1,NA,verb,0,verb_focus,Hanako said: Laura didn't <b>MUTTER</b> that Brandon broke his laptop.,4,The way Laura communicated that Brandon broke his laptop.,15289,backgroundedness,1,mutter,,
172,condition1,0.67,NA,0,embed_focus,Hanako said: John didn't whisper that Mary met with the <b>LAWYER</b>.,1,NA,11102,acceptability,2,whisper,,
172,condition1,0.81,NA,0,filler_good,Hanako said: <b>JULIE</b> didn't guess that Charlie received a message.,105,NA,4999,acceptability,3,guess,,
172,condition1,0.3,NA,0,filler_bad,Hanako said: Jessie didn't guess that the assistant to the <b>DIRECTOR</b> would give the presentation.,112,NA,14662,acceptability,4,guess,,
172,condition1,0.7,NA,0,embed_focus,Hanako said: Kate didn't say that Zack broke the <b>PLATES</b>.,306,NA,6124,acceptability,5,say,,
172,condition1,NA,verb,0,verb_focus,Hanako said: Noah didn't <b>SAY</b> that Sharon wanted a dog.,312,The way Noah communicated that Sharon wanted a dog.,12456,backgroundedness,6,say,,
172,condition1,0.71,NA,1,verb_focus,Hanako said: Tim didn't <b>SAY</b> that Jason drank the beer.,304,NA,5453,acceptability,7,say,,
172,condition1,0.77,NA,1,embed_focus,Hanako said: Chandler didn't moan that Tia brought her <b>PARENTS</b>.,12,NA,6253,acceptability,8,moan,,
172,condition1,0.22,NA,1,filler_bad,Hanakko said: Larry didn't believe that Karl and <b>NICK</b> cooked dinner.,109,NA,16965,acceptability,9,believe,,
172,condition1,NA,verb,1,verb_focus,Hanako said: Howard didn't <b>MUMBLE</b> that Alex bought a birthday cake.,3,The way Howard communicated that Alex bought a birthday cake.,6296,backgroundedness,10,mumble,,
172,condition1,NA,embed,1,embed_focus,Hanako said: Nancy didn't say that Julian ate the <b>CUPCAKE</b>.,309,"What Julian ate, according to Nancy.",7442,backgroundedness,11,say,,
172,condition1,1,NA,1,filler_good,Hanako said: <b>MATTHEW</b> didn't hope that Dana brought a gift.,104,NA,5298,acceptability,12,hope,,
172,condition1,0.7,NA,2,filler_good,Hanako said: Ollie didn't think that Doug would invite the <b>MAYOR</b>.,101,NA,4546,acceptability,13,think,,
172,condition1,NA,verb,2,verb_focus,Hanako said: Sally didn't <b>SAY</b> that Tony would visit George.,303,The way Sally communicated that Tony would visit George.,7095,backgroundedness,14,say,,
172,condition1,0.72,NA,2,embed_focus,Hanako said: Bill didn't shout that Dan knew the <b>PROFESSOR</b>.,5,NA,6082,acceptability,15,shout,,
172,condition1,0.62,NA,2,verb_focus,Hanako said: Jake didn't <b>YELL</b> that Yumi found the wallet.,7,NA,7180,acceptability,16,yell,,
172,condition1,0.21,NA,2,filler_bad,Hanako said: Rui didn't imply that <b>CAROL</b>'s brother signed the contract.,110,NA,7044,acceptability,17,imply,,
172,condition1,NA,embed,2,embed_focus,Hanako said: Danny didn't say that Jennifer got a <b>CAT</b>.,308,"What Jennifer got, according to Danny.",3550,backgroundedness,18,say,,
172,condition1,0.25,NA,3,filler_bad,Hanako said: Frankie didn't hope that the agent of the <b>GUITARIST</b> would show up. ,111,NA,8698,acceptability,19,hope,,
172,condition1,NA,embed,3,embed_focus,Hanako said: Amy didn't scream that Charlie saw the <b>ROBBER</b>.,6,"Who Charlie saw, according to Amy.",11512,backgroundedness,20,scream,,
172,condition1,NA,verb,3,verb_focus,Hanako said: Fatima didn't <b>MURMUR</b> that Omar had dinner with his manager.,10,The way Fatima communicated that Omar had dinner with his manager.,3440,backgroundedness,21,murmur,,
172,condition1,0.75,NA,3,filler_good,Hanako said: Grace didn't suggest that Karen wrote a <b>BOOK</b>.,102,NA,27297,acceptability,22,suggest,,
172,condition1,0.22,NA,3,verb_focus,Hanako said: Emily didn't <b>SAY</b> that Paul drafted the letter.,302,NA,7198,acceptability,23,say,,
172,condition1,0.76,NA,3,embed_focus,Hanako said: Tom didn't say that Sarah admired her <b>FRIEND</b>.,311,NA,3622,acceptability,24,say,,
172,condition1,0.8,NA,4,filler_good,Hanako said: Jean didn't believe that Grant adopted a <b>KITTEN</b>.,103,NA,4449,acceptability,25,believe,,
172,condition1,NA,embed,4,embed_focus,Hanako said: Hannah didn't say that George emailed the <b>STUDENTS</b>.,301,"Who George emailed, according to Hannah.",5046,backgroundedness,26,say,,
172,condition1,0.14,NA,4,verb_focus,Hanako said: Emma didn't <b>STAMMER</b> that Kevin lost the keys.,2,NA,3341,acceptability,27,stammer,,
172,condition1,NA,embed,4,embed_focus,Hanako said: Igor didn't shriek that Penny won the <b>LOTTERY</b>.,11,"What Penny won, according to Igor.",7487,backgroundedness,28,shriek,,
172,condition1,0.2,NA,4,filler_bad,Hanako said: Tim didn't suspect that Liz and <b>JASON</b> drank the beer. ,108,NA,4798,acceptability,29,suspect,,
172,condition1,0.2,NA,4,verb_focus,Hanako said: Ben didn't <b>SAY</b> that Laura ordered pizza.,307,NA,4235,acceptability,30,say,,
172,condition1,NA,embed,5,embed_focus,Hanako said: Yash didn't whine that Ming forgot her <b>PHONE</b>.,9,"What Ming forgot, according to Yash.",13714,backgroundedness,31,whine,,
172,condition1,NA,verb,5,verb_focus,Hanako said: Ashley didn't <b>GROAN</b> that Hasan talked to the detectives.,8,The way Ashley communicated that Hasan talked to the detectives.,8487,backgroundedness,32,groan,,
172,condition1,0.12,NA,5,filler_bad,Hanako said: Helen didn't think that Rob and <b>MARC</b> cut the bread. ,107,NA,3900,acceptability,33,think,,
172,condition1,0.81,NA,5,filler_good,Hanako said: <b>JESS</b> didn't reveal that Todd went out with Betty.,106,NA,3399,acceptability,34,reveal,,
172,condition1,0.78,NA,5,embed_focus,Hanako said: Jessie didn't say that Michelle borrowed the <b>COMPUTER</b>.,310,NA,4590,acceptability,35,say,,
172,condition1,0.24,NA,5,verb_focus,Hanako said: Charlie didn't <b>SAY</b> that Maddie would call her roommate.,305,NA,3870,acceptability,36,say,,
219,condition1,0.99,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <b>PINEAPPLES</b>.,201,,,acceptability,0,NA,0,
219,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <b>DRIVE</b> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,
219,condition1,0.02,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <b>KOREAN</b>.,204,,,acceptability,0,NA,0,
219,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <b>RED</b> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,
219,condition1,NA,verb,0,verb_focus,Hanako said: Laura didn't <b>MUTTER</b> that Brandon broke his laptop.,4,The way Laura communicated that Brandon broke his laptop.,24617,backgroundedness,1,mutter,,
219,condition1,0.35,NA,0,verb_focus,Hanako said: Tom didn't <b>SAY</b> that Sarah admired her friend.,311,NA,15200,acceptability,2,say,,
219,condition1,0.67,NA,0,filler_good,Hanako said: <b>JULIE</b> didn't guess that Charlie received a message.,105,NA,9485,acceptability,3,guess,,
219,condition1,NA,embed,0,embed_focus,Hanako said: Fatima didn't murmur that Omar had dinner with his <b>MANAGER</b>.,10,"Who Omar had dinner with, according to Fatima.",24735,backgroundedness,4,murmur,,
219,condition1,0.34,NA,0,embed_focus,Hanako said: Nancy didn't say that Julian ate the <b>CUPCAKE</b>.,309,NA,18385,acceptability,5,say,,
219,condition1,0.03,NA,0,filler_bad,Hanako said: Tim didn't suspect that Liz and <b>JASON</b> drank the beer. ,108,NA,17551,acceptability,6,suspect,,
219,condition1,NA,embed,1,verb_focus,Hanako said: Sally didn't <b>SAY</b> that Tony would visit George.,303,"Who Tony would visit, according to Sally.",16369,backgroundedness,7,say,,
