workerid,proliferate.condition,acceptability_rating,bg_response,block_id,condition,context,item_id,original_bg_choice,rt,task,trial_num,verb,wrong_attempts,error
1401,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,
1401,condition1,NA,embed,0,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,"Whose uncle should stay for dinner, according to Ted.",15238,backgroundedness,1,insist,,
1401,condition1,NA,verb,0,verb_focus,Hanako said: John didn't say <strong>SOFTLY</strong> that Mary met with the lawyer.,1,The way John said that Mary met with the lawyer.,17432,backgroundedness,2,softly,,
1401,condition1,0.04,NA,0,filler_bad_1,Hanako said: Ben didn't expect that Judith and <strong>LAURA</strong> would order pizza.,118,NA,25527,acceptability,3,expect,,
1401,condition1,0.99,NA,0,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,NA,8718,acceptability,4,hope,,
1401,condition1,NA,embed,0,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong> CUPCAKE</strong>.,103,"What Julian ate, according to Nancy.",8196,backgroundedness,5,suspect,,
1401,condition1,0.69,NA,0,embed_focus,Hanako said: Emma didn't say quietly that Kevin lost the <strong>KEYS</strong>.,2,NA,10267,acceptability,6,quietly,,
1401,condition1,NA,embed,1,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",14455,backgroundedness,7,guess,,
1401,condition1,0.97,NA,1,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,NA,8832,acceptability,8,expect,,
1401,condition1,NA,embed,1,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,"Who George emailed, according to Hannah.",15777,backgroundedness,9,say,,
1401,condition1,0.75,NA,1,verb_focus,Hanako said: Igor didn't say <strong>CALMLY</strong> that Penny won the lottery.,11,NA,6788,acceptability,10,calmly,,
1401,condition1,0.69,NA,1,embed_focus,Hanako said: Fatima didn't say ruefully that Omar had dinner with his <strong>MANAGER</strong>.,10,NA,12022,acceptability,11,ruefully,,
1401,condition1,NA,embed,1,filler_bad_1,Hanako said: Helen didn't think that Rob and <strong>MARC</strong> cut the bread. ,114,"Who else cut the bread other than Rob, according to Helen.",7381,backgroundedness,12,think,,
1401,condition1,0.62,NA,2,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,NA,19844,acceptability,13,imply,,
1401,condition1,0.27,NA,2,verb_focus,Hanako said: Laura didn't say <strong>BLUNTLY</strong> that Brandon broke his laptop.,4,NA,10649,acceptability,14,bluntly,,
1401,condition1,NA,embed,2,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,"Who Doug would invite, according to Ollie.",8927,backgroundedness,15,think,,
1401,condition1,NA,embed,2,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,Who revealed that Todd went out with Betty.,9121,backgroundedness,16,reveal,,
1401,condition1,NA,embed,2,embed_focus,Hanako said: Bill didn't say cheerfully that Dan knew the <strong>PROFESSOR</strong>.,5,"Who Dan knew, according to Bill.",13590,backgroundedness,17,cheerfully,,
1401,condition1,0.19,NA,2,filler_bad_1,Hanako said: Emily didn't say that Kevin and <strong>PAUL</strong> drafted the letter.,113,NA,15149,acceptability,18,say,,
1401,condition1,NA,embed,3,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,"What Jennifer got, according to Danny.",7563,backgroundedness,19,believe,,
1401,condition1,NA,embed,3,filler_bad_1,Hanako said: Larry didn't believe that Karl and <strong>NICK</strong> cooked dinner.,117,"Who else cooked dinner other than Karl, according to Larry.",8844,backgroundedness,20,believe,,
1401,condition1,0.95,NA,3,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,NA,10162,acceptability,21,imply,,
1401,condition1,0.49,NA,3,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,NA,13930,acceptability,22,expect,,
1401,condition1,NA,embed,3,embed_focus,Hanako said: Howard didn't say loudly that Alex bought a <strong>BIRTHDAY CAKE</strong>.,3,"What Alex bought, according to Howard.",13748,backgroundedness,23,loudly,,
1401,condition1,0.12,NA,3,verb_focus,Hanako said: Jake didn't say <strong>STERNLY</strong> that Yumi found the wallet.,7,NA,7224,acceptability,24,sternly,,
1401,condition1,NA,embed,4,filler_bad_1,Hanako said: Tim didn't suspect that Liz and <strong>JASON</strong> drank the beer. ,115,"Who else drank the beer other than Liz, according to Tim.",10058,backgroundedness,25,suspect,,
1401,condition1,NA,verb,4,verb_focus,Hanako said: Ashley didn't say <strong>GENTLY</strong> that Hasan talked to the detectives.,8,The way Ashley said that Hasan talked to the detectives.,7208,backgroundedness,26,gently,,
1401,condition1,NA,embed,4,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,"Whose parents were moving to Texas, according to Donald.",8504,backgroundedness,27,reveal,,
1401,condition1,0.67,NA,4,embed_focus,Hanako said: Chandler didn't say dryly that Tia brought her <strong>PARENTS</strong>.,12,NA,10427,acceptability,28,dryly,,
1401,condition1,0.93,NA,4,filler_good_1,Hanako said: Grace didn't suggest that Karen wrote a <strong>BOOK</strong>.,104,NA,12798,acceptability,29,suggest,,
1401,condition1,0.81,NA,4,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,NA,4383,acceptability,30,insist,,
1401,condition1,0.98,NA,5,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,NA,8595,acceptability,31,expect,,
1401,condition1,NA,verb,5,verb_focus,Hanako said: Amy didn't say <strong>WEARILY</strong> that Charlie saw the robber.,6,The way Amy said that Charlie saw the robber.,31105,backgroundedness,32,wearily,,
1401,condition1,0.54,NA,5,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,NA,12420,acceptability,33,hope,,
1401,condition1,NA,embed,5,embed_focus,Hanako said: Yash didn't say wistfully that Ming forgot her <strong>PHONE</strong>.,9,"What Ming forgot, according to Yash.",8127,backgroundedness,34,wistfully,,
1401,condition1,NA,embed,5,filler_bad_1,Hanako said: Tony didn't suggest that Frank and <strong>LISA</strong> were in the office.,116,"Who else was in the office other than Frank, according to Tony.",7515,backgroundedness,35,suggest,,
1401,condition1,0.93,NA,5,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,NA,9136,acceptability,36,guess,,
1404,condition1,0.97,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <strong>PINEAPPLES</strong>.,201,,,acceptability,0,NA,0,
1404,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <strong>DRIVE</strong> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,
1404,condition1,0.01,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <strong>KOREAN</strong>.,204,,,acceptability,0,NA,0,
1404,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,
1404,condition1,0.41,NA,0,filler_bad_1,Hanako said: Tony didn't suggest that Frank and <strong>LISA</strong> were in the office.,116,NA,26809,acceptability,1,suggest,,
1404,condition1,NA,embed,0,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",40008,backgroundedness,2,guess,,
1404,condition1,0.38,NA,0,verb_focus,Hanako said: John didn't say <strong>SOFTLY</strong> that Mary met with the lawyer.,1,NA,38506,acceptability,3,softly,,
1404,condition1,NA,verb,0,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,"Who Tony would visit, according to Sally.",43116,backgroundedness,4,expect,,
1404,condition1,NA,embed,0,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,"Who Maddie would call, according to Charlie.",79213,backgroundedness,5,expect,,
1404,condition1,0.86,NA,0,embed_focus,Hanako said: Amy didn't say wearily that Charlie saw the <strong>ROBBER</strong>.,6,NA,36590,acceptability,6,wearily,,
1404,condition1,NA,embed,1,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,"Which book was on the shelf, according to Jamal.",31779,backgroundedness,7,expect,,
1404,condition1,NA,verb,1,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong> CUPCAKE</strong>.,103,"Who ate the cupcake, according to Nancy.",47082,backgroundedness,8,suspect,,
1404,condition1,NA,verb,1,verb_focus,Hanako said: Jake didn't say <strong>STERNLY</strong> that Yumi found the wallet.,7,The way Jake said that Yumi found the wallet.,33605,backgroundedness,9,sternly,,
1404,condition1,0.41,NA,1,filler_bad_1,Hanako said: Larry didn't believe that Karl and <strong>NICK</strong> cooked dinner.,117,NA,39271,acceptability,10,believe,,
1404,condition1,0.97,NA,1,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,NA,23017,acceptability,11,imply,,
1404,condition1,0.67,NA,1,embed_focus,Hanako said: Chandler didn't say dryly that Tia brought her <strong>PARENTS</strong>.,12,NA,38339,acceptability,12,dryly,,
1404,condition1,0.7,NA,2,embed_focus,Hanako said: Yash didn't say wistfully that Ming forgot her <strong>PHONE</strong>.,9,NA,20036,acceptability,13,wistfully,,
1404,condition1,NA,embed,2,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,"Whose brother signed the contract, according to Rui.",44342,backgroundedness,14,imply,,
1404,condition1,1,NA,2,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,NA,38004,acceptability,15,guess,,
1404,condition1,NA,verb,2,verb_focus,Hanako said: Emma didn't say <strong>QUIETLY</strong> that Kevin lost the keys.,2,The way Emma said that Kevin lost the keys.,26421,backgroundedness,16,quietly,,
1404,condition1,0.98,NA,2,filler_good_1,Hanako said: Grace didn't suggest that Karen wrote a <strong>BOOK</strong>.,104,NA,12811,acceptability,17,suggest,,
1404,condition1,NA,embed,2,filler_bad_1,Hanako said: Ben didn't expect that Judith and <strong>LAURA</strong> would order pizza.,118,"Who else would order pizza other than Judith, according to Ben.",26568,backgroundedness,18,expect,,
1404,condition1,0.6,NA,3,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,NA,23903,acceptability,19,hope,,
1404,condition1,NA,embed,3,filler_bad_1,Hanako said: Emily didn't say that Kevin and <strong>PAUL</strong> drafted the letter.,113,"Who else drafted the letter other than Kevin, according to Emily.",41880,backgroundedness,20,say,,
1404,condition1,1,NA,3,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,NA,16435,acceptability,21,hope,,
1404,condition1,NA,verb,3,verb_focus,Hanako said: Igor didn't say <strong>CALMLY</strong> that Penny won the lottery.,11,The way Igor said that Penny won the lottery.,30317,backgroundedness,22,calmly,,
1404,condition1,0.85,NA,3,embed_focus,Hanako said: Fatima didn't say ruefully that Omar had dinner with his <strong>MANAGER</strong>.,10,NA,24690,acceptability,23,ruefully,,
1404,condition1,NA,embed,3,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,"Who George emailed, according to Hannah.",40807,backgroundedness,24,say,,
1404,condition1,0.99,NA,4,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,NA,39573,acceptability,25,think,,
1404,condition1,NA,embed,4,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,"Whose uncle should stay for dinner, according to Ted.",27785,backgroundedness,26,insist,,
1404,condition1,NA,embed,4,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,Who insisted that Zack broke the plates.,18591,backgroundedness,27,insist,,
1404,condition1,NA,embed,4,filler_bad_1,Hanako said: Helen didn't think that Rob and <strong>MARC</strong> cut the bread. ,114,"Who else cut the bread other than Rob, according to Helen.",25390,backgroundedness,28,think,,
1404,condition1,1,NA,4,verb_focus,Hanako said: Laura didn't say <strong>BLUNTLY</strong> that Brandon broke his laptop.,4,NA,17948,acceptability,29,bluntly,,
1404,condition1,0.53,NA,4,embed_focus,Hanako said: Ashley didn't say gently that Hasan talked to the <strong>DETECTIVES</strong>.,8,NA,29365,acceptability,30,gently,,
1404,condition1,0.39,NA,5,filler_bad_1,Hanako said: Tim didn't suspect that Liz and <strong>JASON</strong> drank the beer. ,115,NA,21189,acceptability,31,suspect,,
1404,condition1,NA,verb,5,verb_focus,Hanako said: Howard didn't say <strong>LOUDLY</strong> that Alex bought a birthday cake.,3,The way Howard said that Alex bought a birthday cake.,16922,backgroundedness,32,loudly,,
1404,condition1,0.78,NA,5,embed_focus,Hanako said: Bill didn't say cheerfully that Dan knew the <strong>PROFESSOR</strong>.,5,NA,47340,acceptability,33,cheerfully,,
1404,condition1,NA,embed,5,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,"What Jennifer got, according to Danny.",20226,backgroundedness,34,believe,,
1404,condition1,NA,embed,5,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,Who revealed that Todd went out with Betty.,16326,backgroundedness,35,reveal,,
1404,condition1,0.42,NA,5,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,NA,24921,acceptability,36,reveal,,
1407,condition1,1,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <strong>PINEAPPLES</strong>.,201,,,acceptability,0,NA,0,
1407,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <strong>DRIVE</strong> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,
1407,condition1,0,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <strong>KOREAN</strong>.,204,,,acceptability,0,NA,0,
1407,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,
1407,condition1,NA,embed,0,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,Who implied that Jacy rented the truck.,8283,backgroundedness,1,imply,,
1407,condition1,0,NA,0,filler_bad_1,Hanako said: Helen didn't think that Rob and <strong>MARC</strong> cut the bread. ,114,NA,12331,acceptability,2,think,,
1407,condition1,NA,verb,0,verb_focus,Hanako said: Igor didn't say <strong>CALMLY</strong> that Penny won the lottery.,11,The way Igor said that Penny won the lottery.,6697,backgroundedness,3,calmly,,
1407,condition1,1,NA,0,embed_focus,Hanako said: Bill didn't say cheerfully that Dan knew the <strong>PROFESSOR</strong>.,5,NA,9216,acceptability,4,cheerfully,,
1407,condition1,NA,embed,0,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,"Whose agent would show up, according to Frankie.",8661,backgroundedness,5,hope,,
1407,condition1,1,NA,0,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong> CUPCAKE</strong>.,103,NA,6741,acceptability,6,suspect,,
1407,condition1,NA,verb,1,verb_focus,Hanako said: Chandler didn't say <strong>DRYLY</strong> that Tia brought her parents.,12,The way Chandler said that Tia brought her parents.,9549,backgroundedness,7,dryly,,
1407,condition1,0,NA,1,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,NA,10198,acceptability,8,expect,,
1407,condition1,NA,embed,1,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,"Who Doug would invite, according to Ollie.",5416,backgroundedness,9,think,,
1407,condition1,NA,embed,1,embed_focus,Hanako said: Yash didn't say wistfully that Ming forgot her <strong>PHONE</strong>.,9,"What Ming forgot, according to Yash.",6282,backgroundedness,10,wistfully,,
1407,condition1,1,NA,1,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,NA,4213,acceptability,11,insist,,
1407,condition1,0.01,NA,1,filler_bad_1,Hanako said: Tony didn't suggest that Frank and <strong>LISA</strong> were in the office.,116,NA,39277,acceptability,12,suggest,,
1407,condition1,0,NA,2,filler_bad_1,Hanako said: Emily didn't say that Kevin and <strong>PAUL</strong> drafted the letter.,113,NA,6675,acceptability,13,say,,
1407,condition1,0,NA,2,verb_focus,Hanako said: Laura didn't say <strong>BLUNTLY</strong> that Brandon broke his laptop.,4,NA,9389,acceptability,14,bluntly,,
1407,condition1,NA,embed,2,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,Who guessed that Charlie received a message.,5288,backgroundedness,15,guess,,
1407,condition1,0,NA,2,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,NA,6797,acceptability,16,reveal,,
1407,condition1,NA,embed,2,embed_focus,Hanako said: Amy didn't say wearily that Charlie saw the <strong>ROBBER</strong>.,6,"Who Charlie saw, according to Amy.",10961,backgroundedness,17,wearily,,
1407,condition1,NA,embed,2,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,"Who George emailed, according to Hannah.",6018,backgroundedness,18,say,,
1407,condition1,NA,embed,3,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,Who hoped that Dana brought a gift.,4626,backgroundedness,19,hope,,
1407,condition1,0,NA,3,filler_bad_1,Hanako said: Tim didn't suspect that Liz and <strong>JASON</strong> drank the beer. ,115,NA,7009,acceptability,20,suspect,,
1407,condition1,1,NA,3,embed_focus,Hanako said: Jake didn't say sternly that Yumi found the <strong>WALLET</strong>.,7,NA,4600,acceptability,21,sternly,,
1407,condition1,NA,embed,3,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,"Whose uncle should stay for dinner, according to Ted.",11114,backgroundedness,22,insist,,
1407,condition1,0,NA,3,verb_focus,Hanako said: Fatima didn't say <strong>RUEFULLY</strong> that Omar had dinner with his manager.,10,NA,11165,acceptability,23,ruefully,,
1407,condition1,NA,embed,3,filler_good_1,Hanako said: Grace didn't suggest that Karen wrote a <strong>BOOK</strong>.,104,"What Karen wrote, according to Grace.",13539,backgroundedness,24,suggest,,
1407,condition1,NA,embed,4,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,"What Jennifer got, according to Danny.",5618,backgroundedness,25,believe,,
1407,condition1,NA,verb,4,verb_focus,Hanako said: Ashley didn't say <strong>GENTLY</strong> that Hasan talked to the detectives.,8,The way Ashley said that Hasan talked to the detectives.,9871,backgroundedness,26,gently,,
1407,condition1,NA,embed,4,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",8962,backgroundedness,27,guess,,
1407,condition1,0,NA,4,filler_bad_1,Hanako said: Larry didn't believe that Karl and <strong>NICK</strong> cooked dinner.,117,NA,19321,acceptability,28,believe,,
1407,condition1,0.67,NA,4,embed_focus,Hanako said: John didn't say softly that Mary met with the <strong>LAWYER</strong>.,1,NA,10470,acceptability,29,softly,,
1407,condition1,1,NA,4,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,NA,4320,acceptability,30,reveal,,
1407,condition1,1,NA,5,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,NA,4739,acceptability,31,expect,,
