workerid,proliferate.condition,acceptability_rating,bg_response,block_id,condition,context,item_id,original_bg_choice,rt,task,trial_num,verb,wrong_attempts,error
1312,condition1,0.95,NA,1,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,NA,14990,acceptability,10,expect,,
1312,condition1,NA,embed,1,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,Who revealed that Todd went out with Betty.,14539,backgroundedness,11,reveal,,
1312,condition1,NA,embed,1,filler_bad_1,Hanako said: Tony didn't suggest that Frank and <strong>LISA</strong> were in the office.,116,"Who else was in the office other than Frank, according to Tony.",20442,backgroundedness,12,suggest,,
1312,condition1,NA,embed,2,embed_focus,Hanako said: Howard didn't say loudly that Alex bought a <strong>BIRTHDAY CAKE</strong>.,3,"What Alex bought, according to Howard.",17072,backgroundedness,13,loudly,,
1312,condition1,0.99,NA,2,filler_good_1,Hanako said: Grace didn't sugguest that Karen wrote a <strong>BOOK</strong>.,104,NA,14246,acceptability,14,suggest,,
1312,condition1,0.64,NA,2,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,NA,15463,acceptability,15,insist,,
1312,condition1,NA,verb,2,verb_focus,Hanako said: Chandler didn't say <strong>DRYLY</strong> that Tia brought her parents.,12,The way Chandler said that Tia brought her parents.,16126,backgroundedness,16,dryly,,
1312,condition1,NA,embed,2,filler_bad_1,Hanako said: Emily didn't say that Kevin and <strong>PAUL</strong> drafted the letter.,113,"Who else drafted the letter other than Kevin, according to Emily.",5830,backgroundedness,17,say,,
1312,condition1,1,NA,2,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,NA,8285,acceptability,18,imply,,
1312,condition1,0.99,NA,3,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,NA,10842,acceptability,19,say,,
1312,condition1,0.98,NA,3,embed_focus,Hanako said: Emma didn't say quietly that Kevin lost the <strong>KEYS</strong>.,2,NA,8567,acceptability,20,quietly,,
1312,condition1,NA,embed,3,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",5771,backgroundedness,21,guess,,
1312,condition1,NA,verb,3,verb_focus,Hanako said: Ashley didn't say <strong>GENTLY</strong> that Hasan talked to the detectives.,8,The way Ashley said that Hasan talked to the detectives.,8780,backgroundedness,22,gently,,
1312,condition1,NA,embed,3,filler_bad_1,Hanako said: Helen didn't think that Rob and <strong>MARC</strong> cut the bread. ,114,"Who else cut the bread other than Rob, according to Helen.",4558,backgroundedness,23,think,,
1312,condition1,0.99,NA,3,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,NA,4267,acceptability,24,insist,,
1312,condition1,1,NA,4,embed_focus,Hanako said: Bill didn't say cheerfully that Dan knew the <strong>PROFESSOR</strong>.,5,NA,8177,acceptability,25,cheerfully,,
1312,condition1,0.98,NA,4,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,NA,13402,acceptability,26,believe,,
1312,condition1,NA,embed,4,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,Who expected that Tony would visit George.,12835,backgroundedness,27,expect,,
1312,condition1,NA,embed,4,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,"Whose parents were moving to Texas, according to Donald.",5925,backgroundedness,28,reveal,,
1312,condition1,NA,verb,4,verb_focus,Hanako said: Igor didn't say <strong>CALMLY</strong> that Penny won the lottery.,11,The way Igor said that Penny won the lottery.,9019,backgroundedness,29,calmly,,
1312,condition1,0.95,NA,4,filler_bad_1,Hanako said: Tim didn't suspect that Liz and <strong>JASON</strong> drank the beer. ,115,NA,9545,acceptability,30,suspect,,
1312,condition1,0.99,NA,5,embed_focus,Hanako said: John didn't say softly that Mary met with the <strong>LAWYER</strong>.,1,NA,5951,acceptability,31,softly,,
1312,condition1,0.94,NA,5,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,NA,9934,acceptability,32,expect,,
1312,condition1,NA,embed,5,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,Who guessed that Charlie received a message.,4703,backgroundedness,33,guess,,
1312,condition1,NA,verb,5,verb_focus,Hanako said: Yash didn't say <strong>WISTFULLY</strong> that Ming forgot her phone.,9,The way Yash said that Ming forgot her phone.,5106,backgroundedness,34,wistfully,,
1312,condition1,NA,embed,5,filler_bad_1,Hanako said: Larry didn't believe that Karl and <strong>NICK</strong> cooked dinner.,117,"Who else cooked dinner other than Karl, according to Larry.",4026,backgroundedness,35,believe,,
1312,condition1,0.62,NA,5,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,NA,11617,acceptability,36,imply,,
1315,condition1,1,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <strong>PINEAPPLES</strong>.,201,,,acceptability,0,NA,0,
1315,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <strong>DRIVE</strong> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,
1315,condition1,0.02,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <strong>KOREAN</strong>.,204,,,acceptability,0,NA,0,
1315,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,
1315,condition1,0.81,NA,0,embed_focus,Hanako said: Laura didn't say bluntly that Brandon broke his <strong>LAPTOP</strong>.,4,NA,14588,acceptability,1,bluntly,,
1315,condition1,0.37,NA,0,verb_focus,Hanako said: Chandler didn't say <strong>DRYLY</strong> that Tia brought her parents.,12,NA,16314,acceptability,2,dryly,,
1315,condition1,NA,embed,0,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",59605,backgroundedness,3,guess,,
1315,condition1,NA,embed,0,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,"What Jennifer got, according to Danny.",17855,backgroundedness,4,believe,,
1315,condition1,NA,embed,0,filler_bad_1,Hanako said: Tony didn't suggest that Frank and <strong>LISA</strong> were in the office.,116,"Who else was in the office other than Frank, according to Tony.",26112,backgroundedness,5,suggest,,
1315,condition1,1,NA,0,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,NA,13274,acceptability,6,guess,,
1315,condition1,0.96,NA,1,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong> CUPCAKE</strong>.,103,NA,19398,acceptability,7,suspect,,
1315,condition1,NA,embed,1,filler_bad_1,Hanako said: Helen didn't think that Rob and <strong>MARC</strong> cut the bread. ,114,"Who else cut the bread other than Rob, according to Helen.",36654,backgroundedness,8,think,,
1315,condition1,0.97,NA,1,embed_focus,Hanako said: Fatima didn't say ruefully that Omar had dinner with his <strong>MANAGER</strong>.,10,NA,17057,acceptability,9,ruefully,,
1315,condition1,NA,embed,1,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,"Which book was on the shelf, according to Jamal.",13447,backgroundedness,10,expect,,
1315,condition1,NA,embed,1,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,Who revealed that Todd went out with Betty.,28034,backgroundedness,11,reveal,,
1315,condition1,0.82,NA,1,verb_focus,Hanako said: Ashley didn't say <strong>GENTLY</strong> that Hasan talked to the detectives.,8,NA,19376,acceptability,12,gently,,
1315,condition1,NA,embed,2,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,"Whose brother signed the contract, according to Rui.",25691,backgroundedness,13,imply,,
1315,condition1,0.48,NA,2,filler_bad_1,Hanako said: Tim didn't suspect that Liz and <strong>JASON</strong> drank the beer. ,115,NA,17088,acceptability,14,suspect,,
1315,condition1,NA,verb,2,embed_focus,Hanako said: Bill didn't say cheerfully that Dan knew the <strong>PROFESSOR</strong>.,5,The way Bill said that Dan knew the professor.,33873,backgroundedness,15,cheerfully,,
1315,condition1,0.94,NA,2,verb_focus,Hanako said: Igor didn't say <strong>CALMLY</strong> that Penny won the lottery.,11,NA,13681,acceptability,16,calmly,,
1315,condition1,0.99,NA,2,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,NA,21494,acceptability,17,think,,
1315,condition1,NA,verb,2,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,"Who Tony would visit, according to Sally.",30661,backgroundedness,18,expect,,
1315,condition1,NA,embed,3,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,Who implied that Jacy rented the truck.,40368,backgroundedness,19,imply,,
1315,condition1,0.96,NA,3,embed_focus,Hanako said: Yash didn't say wistfully that Ming forgot her <strong>PHONE</strong>.,9,NA,16265,acceptability,20,wistfully,,
1315,condition1,0.18,NA,3,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,NA,20922,acceptability,21,insist,,
1315,condition1,NA,verb,3,filler_good_1,Hanako said: Grace didn't sugguest that Karen wrote a <strong>BOOK</strong>.,104,"Who wrote a book, according to Grace.",21314,backgroundedness,22,suggest,,
1315,condition1,0.98,NA,3,verb_focus,Hanako said: Emma didn't say <strong>QUIETLY</strong> that Kevin lost the keys.,2,NA,20482,acceptability,23,quietly,,
1315,condition1,NA,embed,3,filler_bad_1,Hanako said: Ben didn't expect that Judith and <strong>LAURA</strong> would order pizza.,118,"Who else would order pizza other than Judith, according to Ben.",38591,backgroundedness,24,expect,,
1315,condition1,0.98,NA,4,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,NA,16145,acceptability,25,insist,,
1315,condition1,NA,embed,4,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,"Whose parents were moving to Texas, according to Donald.",152200,backgroundedness,26,reveal,,
1315,condition1,NA,verb,4,verb_focus,Hanako said: Howard didn't say <strong>LOUDLY</strong> that Alex bought a birthday cake.,3,The way Howard said that Alex bought a birthday cake.,21651,backgroundedness,27,loudly,,
1315,condition1,0.97,NA,4,embed_focus,Hanako said: John didn't say softly that Mary met with the <strong>LAWYER</strong>.,1,NA,58282,acceptability,28,softly,,
1315,condition1,0.16,NA,4,filler_bad_1,Hanako said: Emily didn't say that Kevin and <strong>PAUL</strong> drafted the letter.,113,NA,29336,acceptability,29,say,,
1315,condition1,NA,embed,4,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,"Who Maddie would call, according to Charlie.",25132,backgroundedness,30,expect,,
1315,condition1,0.96,NA,5,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,NA,19321,acceptability,31,say,,
1315,condition1,0.99,NA,5,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,NA,14750,acceptability,32,hope,,
1315,condition1,0.1,NA,5,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,NA,17721,acceptability,33,hope,,
1315,condition1,NA,verb,5,verb_focus,Hanako said: Amy didn't say <strong>WEARILY</strong> that Charlie saw the robber.,6,The way Amy said that Charlie saw the robber.,23810,backgroundedness,34,wearily,,
1315,condition1,NA,embed,5,embed_focus,Hanako said: Jake didn't say sternly that Yumi found the <strong>WALLET</strong>.,7,"What Yumi found, according to Jake.",66536,backgroundedness,35,sternly,,
1315,condition1,NA,embed,5,filler_bad_1,Hanako said: Larry didn't believe that Karl and <strong>NICK</strong> cooked dinner.,117,"Who else cooked dinner other than Karl, according to Larry.",16281,backgroundedness,36,believe,,
1317,condition1,1,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <strong>PINEAPPLES</strong>.,201,,,acceptability,0,NA,0,
1317,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <strong>DRIVE</strong> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,
1317,condition1,0,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <strong>KOREAN</strong>.,204,,,acceptability,0,NA,1,
1317,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,
1317,condition1,NA,embed,0,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,Who revealed that Todd went out with Betty.,23939,backgroundedness,1,reveal,,
1317,condition1,NA,embed,0,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,"Whose brother signed the contract, according to Rui.",26614,backgroundedness,2,imply,,
1317,condition1,0.21,NA,0,filler_bad_1,Hanako said: Ben didn't expect that Judith and <strong>LAURA</strong> would order pizza.,118,NA,27824,acceptability,3,expect,,
1317,condition1,0.86,NA,0,verb_focus,Hanako said: Yash didn't say <strong>WISTFULLY</strong> that Ming forgot her phone.,9,NA,26468,acceptability,4,wistfully,,
1317,condition1,NA,embed,0,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,"Who George emailed, according to Hannah.",22328,backgroundedness,5,say,,
1317,condition1,0.12,NA,0,embed_focus,Hanako said: Ashley didn't say gently that Hasan talked to the <strong>DETECTIVES</strong>.,8,NA,34040,acceptability,6,gently,,
1317,condition1,NA,embed,1,embed_focus,Hanako said: Fatima didn't say ruefully that Omar had dinner with his <strong>MANAGER</strong>.,10,"Who Omar had dinner with, according to Fatima.",19589,backgroundedness,7,ruefully,,
1317,condition1,NA,embed,1,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",35249,backgroundedness,8,guess,,
1317,condition1,1,NA,1,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,NA,21420,acceptability,9,guess,,
1317,condition1,0.32,NA,1,filler_bad_1,Hanako said: Tim didn't suspect that Liz and <strong>JASON</strong> drank the beer. ,115,NA,33487,acceptability,10,suspect,,
1317,condition1,0,NA,1,verb_focus,Hanako said: Howard didn't say <strong>LOUDLY</strong> that Alex bought a birthday cake.,3,NA,17280,acceptability,11,loudly,,
1317,condition1,NA,embed,1,filler_good_1,Hanako said: Grace didn't sugguest that Karen wrote a <strong>BOOK</strong>.,104,"What Karen wrote, according to Grace.",8980,backgroundedness,12,suggest,,
1317,condition1,NA,embed,2,filler_bad_1,Hanako said: Emily didn't say that Kevin and <strong>PAUL</strong> drafted the letter.,113,"Who else drafted the letter other than Kevin, according to Emily.",29986,backgroundedness,13,say,,
1317,condition1,0.32,NA,2,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,NA,23584,acceptability,14,expect,,
1317,condition1,0,NA,2,verb_focus,Hanako said: Laura didn't say <strong>BLUNTLY</strong> that Brandon broke his laptop.,4,NA,12535,acceptability,15,bluntly,,
1317,condition1,NA,verb,2,embed_focus,Hanako said: Bill didn't say cheerfully that Dan knew the <strong>PROFESSOR</strong>.,5,The way Bill said that Dan knew the professor.,14115,backgroundedness,16,cheerfully,,
1317,condition1,NA,embed,2,filler_good_1,Hanako said: Danny didn't believe that Jennifer got a <strong>CAT</strong>.,105,"What Jennifer got, according to Danny.",15298,backgroundedness,17,believe,,
1317,condition1,1,NA,2,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,NA,21100,acceptability,18,imply,,
1317,condition1,NA,embed,3,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,"Who Maddie would call, according to Charlie.",21826,backgroundedness,19,expect,,
1317,condition1,NA,embed,3,embed_focus,Hanako said: John didn't say softly that Mary met with the <strong>LAWYER</strong>.,1,"Who Mary met with, according to John.",12395,backgroundedness,20,softly,,
1317,condition1,1,NA,3,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,NA,13833,acceptability,21,insist,,
1317,condition1,0,NA,3,verb_focus,Hanako said: Emma didn't say <strong>QUIETLY</strong> that Kevin lost the keys.,2,NA,40585,acceptability,22,quietly,,
1317,condition1,0.43,NA,3,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,NA,9033,acceptability,23,hope,,
1317,condition1,NA,embed,3,filler_bad_1,Hanako said: Helen didn't think that Rob and <strong>MARC</strong> cut the bread. ,114,"Who else cut the bread other than Rob, according to Helen.",15162,backgroundedness,24,think,,
1317,condition1,NA,embed,4,embed_focus,Hanako said: Jake didn't say sternly that Yumi found the <strong>WALLET</strong>.,7,"What Yumi found, according to Jake.",15586,backgroundedness,25,sternly,,
1317,condition1,NA,embed,4,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,"Whose uncle should stay for dinner, according to Ted.",5638,backgroundedness,26,insist,,
1317,condition1,NA,embed,4,filler_bad_1,Hanako said: Larry didn't believe that Karl and <strong>NICK</strong> cooked dinner.,117,"Who else cooked dinner other than Karl, according to Larry.",12333,backgroundedness,27,believe,,
1317,condition1,0,NA,4,verb_focus,Hanako said: Chandler didn't say <strong>DRYLY</strong> that Tia brought her parents.,12,NA,13553,acceptability,28,dryly,,
1317,condition1,1,NA,4,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,NA,11533,acceptability,29,hope,,
1317,condition1,1,NA,4,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong> CUPCAKE</strong>.,103,NA,6199,acceptability,30,suspect,,
1317,condition1,NA,embed,5,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,"Who Doug would invite, according to Ollie.",8760,backgroundedness,31,think,,
1317,condition1,NA,embed,5,filler_bad_2,Hanako said: Donald didn't reveal that <strong>KRISHNA</strong>'s parents were moving to Texas.,123,"Whose parents were moving to Texas, according to Donald.",28926,backgroundedness,32,reveal,,
1317,condition1,0.01,NA,5,verb_focus,Hanako said: Amy didn't say <strong>WEARILY</strong> that Charlie saw the robber.,6,NA,16918,acceptability,33,wearily,,
1317,condition1,0.44,NA,5,filler_bad_1,Hanako said: Tony didn't suggest that Frank and <strong>LISA</strong> were in the office.,116,NA,11766,acceptability,34,suggest,,
1317,condition1,NA,embed,5,embed_focus,Hanako said: Igor didn't say calmly that Penny won the <strong>LOTTERY</strong>.,11,"What Penny won, according to Igor.",23495,backgroundedness,35,calmly,,
1317,condition1,1,NA,5,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,NA,7425,acceptability,36,expect,,
1318,condition1,1,NA,practice,practice_acceptability_good_1,Hanako said: Fiona didn't buy <strong>PINEAPPLES</strong>.,201,,,acceptability,0,NA,1,
1318,condition1,NA,correct,practice,practice_bg_good_2,Hanako said: Vera didn't <strong>DRIVE</strong> to Michigan.,202,How Vera travelled to Michigan.,,backgroundedness,0,NA,,
1318,condition1,0.07,NA,practice,practice_accpetability_bad_2,Hanako said: Prisha doesn't speak <strong>KOREAN</strong>.,204,,,acceptability,0,NA,0,
1318,condition1,NA,correct,practice,practice_bg_bad_1,Hanako said: Hank didn't buy the <strong>RED</strong> car.,203,Which car Hank bought.,,backgroundedness,0,NA,,
1318,condition1,NA,embed,0,filler_good_2,Hanako said: <strong>RONALD</strong> didn't imply that Jacy rented the truck.,107,Who implied that Jacy rented the truck.,28837,backgroundedness,1,imply,,
1318,condition1,0.91,NA,0,verb_focus,Hanako said: Emma didn't say <strong>QUIETLY</strong> that Kevin lost the keys.,2,NA,15260,acceptability,2,quietly,,
1318,condition1,NA,embed,0,filler_bad_1,Hanako said: Helen didn't think that Rob and <strong>MARC</strong> cut the bread. ,114,"Who else cut the bread other than Rob, according to Helen.",23640,backgroundedness,3,think,,
1318,condition1,NA,embed,0,filler_bad_2,Hanako said: Jessie didn't guess that the assistant to the <strong>DIRECTOR</strong> would give the presentation.,122,"Whose assistant would give the presentation, according to Jessie.",13721,backgroundedness,4,guess,,
1318,condition1,0.99,NA,0,filler_good_1,Hanako said: Nancy didn't suspect that Julian ate the <strong> CUPCAKE</strong>.,103,NA,14152,acceptability,5,suspect,,
1318,condition1,0.97,NA,0,embed_focus,Hanako said: Laura didn't say bluntly that Brandon broke his <strong>LAPTOP</strong>.,4,NA,8856,acceptability,6,bluntly,,
1318,condition1,0.69,NA,1,verb_focus,Hanako said: Igor didn't say <strong>CALMLY</strong> that Penny won the lottery.,11,NA,10009,acceptability,7,calmly,,
1318,condition1,NA,embed,1,embed_focus,Hanako said: Howard didn't say loudly that Alex bought a <strong>BIRTHDAY CAKE</strong>.,3,"What Alex bought, according to Howard.",11454,backgroundedness,8,loudly,,
1318,condition1,NA,embed,1,filler_bad_1,Hanako said: Larry didn't believe that Karl and <strong>NICK</strong> cooked dinner.,117,"Who else cooked dinner other than Karl, according to Larry.",14959,backgroundedness,9,believe,,
1318,condition1,NA,embed,1,filler_good_1,Hanako said: Ollie didn't think that Doug would invite the <strong>MAYOR</strong>.,102,"Who Doug would invite, according to Ollie.",7848,backgroundedness,10,think,,
1318,condition1,0.31,NA,1,filler_good_2,Hanako said: <strong>SALLY</strong> didn't expect that Tony would visit George.,112,NA,10670,acceptability,11,expect,,
1318,condition1,0.27,NA,1,filler_bad_2,Hanako said: Frankie didn't hope that the agent of the <strong>GUITARIST</strong> would show up. ,120,NA,14354,acceptability,12,hope,,
1318,condition1,0.36,NA,2,verb_focus,Hanako said: Fatima didn't say <strong>RUEFULLY</strong> that Omar had dinner with his manager.,10,NA,15468,acceptability,13,ruefully,,
1318,condition1,NA,embed,2,embed_focus,Hanako said: Yash didn't say wistfully that Ming forgot her <strong>PHONE</strong>.,9,"What Ming forgot, according to Yash.",9380,backgroundedness,14,wistfully,,
1318,condition1,0.75,NA,2,filler_good_2,Hanako said: <strong>JULIAN</strong> didn't guess that Charlie received a message.,110,NA,15714,acceptability,15,guess,,
1318,condition1,NA,embed,2,filler_bad_1,Hanako said: Tony didn't suggest that Frank and <strong>LISA</strong> were in the office.,116,"Who else was in the office other than Frank, according to Tony.",12146,backgroundedness,16,suggest,,
1318,condition1,NA,embed,2,filler_bad_2,Hanako said: Rui didn't imply that <strong>CAROL</strong>'s brother signed the contract.,119,"Whose brother signed the contract, according to Rui.",12770,backgroundedness,17,imply,,
1318,condition1,0.98,NA,2,filler_good_1,Hanako said: Grace didn't sugguest that Karen wrote a <strong>BOOK</strong>.,104,NA,22184,acceptability,18,suggest,,
1318,condition1,0.92,NA,3,filler_good_1,Hanako said: Charlie didn't expect that Maddie would call her <strong>ROOMMATE</strong>.,106,NA,8928,acceptability,19,expect,,
1318,condition1,0.97,NA,3,verb_focus,Hanako said: Amy didn't say <strong>WEARILY</strong> that Charlie saw the robber.,6,NA,9093,acceptability,20,wearily,,
1318,condition1,NA,embed,3,filler_bad_1,Hanako said: Emily didn't say that Kevin and <strong>PAUL</strong> drafted the letter.,113,"Who else drafted the letter other than Kevin, according to Emily.",6775,backgroundedness,21,say,,
1318,condition1,0.98,NA,3,embed_focus,Hanako said: Jake didn't say sternly that Yumi found the <strong>WALLET</strong>.,7,NA,17910,acceptability,22,sternly,,
1318,condition1,NA,embed,3,filler_good_2,Hanako said: <strong>MATTHEW</strong> didn't hope that Dana brought a gift.,108,Who hoped that Dana brought a gift.,11618,backgroundedness,23,hope,,
1318,condition1,NA,embed,3,filler_bad_2,Hanako said: Jamal didn't expect that the book about <strong>ASTRONOMY</strong> was on the shelf.,124,"Which book was on the shelf, according to Jamal.",11044,backgroundedness,24,expect,,
1318,condition1,NA,embed,4,filler_good_2,Hanako said: <strong>KATE</strong> didn't insist that Zack broke the plates.,109,Who insisted that Zack broke the plates.,5666,backgroundedness,25,insist,,
1318,condition1,0.12,NA,4,filler_bad_2,Hanako said: Ted didn't insist that <strong>EVA</strong>'s uncle should stay for dinner. ,121,NA,8726,acceptability,26,insist,,
1318,condition1,0.09,NA,4,verb_focus,Hanako said: Bill didn't say <strong>CHEERFULLY</strong> that Dan knew the professor.,5,NA,10540,acceptability,27,cheerfully,,
1318,condition1,NA,embed,4,filler_bad_1,Hanako said: Ben didn't expect that Judith and <strong>LAURA</strong> would order pizza.,118,"Who else would order pizza other than Judith, according to Ben.",6613,backgroundedness,28,expect,,
1318,condition1,0.13,NA,4,embed_focus,Hanako said: John didn't say softly that Mary met with the <strong>LAWYER</strong>.,1,NA,11441,acceptability,29,softly,,
1318,condition1,NA,embed,4,filler_good_1,Hanako said: Hannah didn't say that George emailed the <strong>STUDENTS</strong>.,101,"Who George emailed, according to Hannah.",7300,backgroundedness,30,say,,
1318,condition1,NA,embed,5,filler_good_2,Hanako said: <strong>JESS</strong> didn't reveal that Todd went out with Betty.,111,Who revealed that Todd went out with Betty.,10547,backgroundedness,31,reveal,,
